# Created on 2026-03-12 15:56:59.857791+01:00 (1773327419.857791 s)
# baldaquin version: 0.10.0
# Creator: Pendulum View
# Pin number, Time [s], Position [a. u.]
5, 42.277, 602
4, 42.303, 521
5, 42.329, 623
4, 42.353, 514
5, 42.379, 639
4, 42.404, 506
5, 42.430, 650
4, 42.454, 497
5, 42.480, 655
4, 42.506, 488
5, 42.531, 655
4, 42.556, 479
5, 42.581, 648
4, 42.607, 470
5, 42.633, 635
4, 42.657, 464
5, 42.683, 618
4, 42.708, 457
5, 42.734, 595
4, 42.759, 452
5, 42.784, 570
4, 42.810, 450
5, 42.835, 544
4, 42.860, 450
5, 42.886, 517
4, 42.911, 451
5, 42.937, 490
4, 42.961, 454
5, 42.987, 466
4, 43.013, 459
5, 43.038, 448
4, 43.063, 464
5, 43.088, 433
4, 43.114, 471
5, 43.140, 424
4, 43.164, 477
5, 43.190, 420
4, 43.215, 485
5, 43.241, 424
4, 43.266, 491
5, 43.291, 433
4, 43.317, 498
5, 43.342, 448
4, 43.367, 503
5, 43.392, 468
4, 43.418, 507
5, 43.444, 491
4, 43.468, 509
5, 43.494, 518
4, 43.519, 511
5, 43.545, 545
4, 43.570, 511
5, 43.595, 572
4, 43.621, 510
5, 43.646, 597
4, 43.671, 507
5, 43.697, 620
4, 43.722, 503
5, 43.748, 639
4, 43.772, 499
5, 43.798, 650
4, 43.824, 494
5, 43.849, 657
4, 43.874, 490
5, 43.899, 658
4, 43.925, 485
5, 43.951, 652
4, 43.975, 481
5, 44.001, 640
4, 44.026, 477
5, 44.052, 623
4, 44.077, 474
5, 44.102, 602
4, 44.128, 471
5, 44.153, 577
4, 44.178, 470
5, 44.203, 550
4, 44.229, 469
5, 44.255, 523
4, 44.279, 469
5, 44.305, 496
4, 44.330, 470
5, 44.356, 472
4, 44.381, 472
5, 44.406, 450
4, 44.432, 474
5, 44.457, 435
4, 44.483, 477
5, 44.508, 424
4, 44.533, 480
5, 44.559, 419
4, 44.584, 482
5, 44.609, 421
4, 44.635, 485
5, 44.660, 430
4, 44.686, 487
5, 44.710, 443
4, 44.736, 489
5, 44.762, 462
4, 44.787, 490
5, 44.812, 485
4, 44.837, 492
5, 44.863, 511
4, 44.889, 491
5, 44.913, 539
4, 44.939, 492
5, 44.964, 566
4, 44.990, 491
5, 45.014, 592
4, 45.040, 492
5, 45.066, 616
4, 45.091, 490
5, 45.116, 635
4, 45.141, 490
5, 45.167, 649
4, 45.193, 489
5, 45.217, 656
4, 45.243, 488
5, 45.268, 659
4, 45.294, 488
5, 45.319, 654
4, 45.344, 488
5, 45.370, 644
4, 45.395, 487
5, 45.420, 629
4, 45.446, 487
5, 45.471, 608
4, 45.497, 488
5, 45.521, 583
4, 45.547, 487
5, 45.573, 557
4, 45.598, 487
5, 45.623, 530
4, 45.648, 487
5, 45.674, 503
4, 45.700, 487
5, 45.724, 478
4, 45.750, 487
5, 45.775, 456
4, 45.801, 486
5, 45.826, 439
4, 45.851, 485
5, 45.877, 427
4, 45.902, 483
5, 45.927, 421
4, 45.952, 482
5, 45.978, 421
4, 46.004, 481
5, 46.028, 428
4, 46.054, 480
5, 46.079, 440
4, 46.105, 477
5, 46.130, 458
4, 46.155, 476
5, 46.181, 480
4, 46.206, 475
5, 46.231, 505
4, 46.257, 474
5, 46.282, 532
4, 46.308, 474
5, 46.332, 559
4, 46.358, 474
5, 46.384, 585
4, 46.409, 475
5, 46.434, 609
4, 46.459, 478
5, 46.485, 629
4, 46.511, 480
5, 46.535, 644
4, 46.561, 482
5, 46.586, 653
4, 46.612, 486
5, 46.637, 657
4, 46.662, 489
5, 46.688, 654
4, 46.713, 493
5, 46.738, 645
4, 46.763, 496
5, 46.789, 631
4, 46.815, 500
5, 46.839, 612
4, 46.865, 502
5, 46.890, 589
4, 46.916, 504
5, 46.941, 564
4, 46.966, 504
5, 46.992, 537
4, 47.017, 504
5, 47.042, 511
4, 47.068, 502
5, 47.093, 486
4, 47.119, 500
5, 47.143, 463
4, 47.169, 497
5, 47.195, 446
4, 47.220, 493
5, 47.245, 432
4, 47.270, 488
5, 47.296, 426
4, 47.322, 482
5, 47.346, 424
4, 47.372, 477
5, 47.397, 430
4, 47.423, 471
5, 47.448, 440
4, 47.473, 467
5, 47.499, 456
4, 47.524, 463
5, 47.550, 476
4, 47.574, 460
5, 47.600, 500
4, 47.626, 457
5, 47.651, 526
4, 47.676, 457
5, 47.701, 553
4, 47.727, 457
5, 47.753, 577
4, 47.777, 461
5, 47.803, 601
4, 47.828, 464
5, 47.854, 622
4, 47.879, 469
5, 47.904, 637
4, 47.930, 475
5, 47.955, 646
4, 47.980, 483
5, 48.006, 651
4, 48.031, 490
5, 48.057, 650
4, 48.081, 497
5, 48.107, 643
4, 48.133, 504
5, 48.158, 631
4, 48.183, 510
5, 48.208, 614
4, 48.234, 515
5, 48.260, 592
4, 48.284, 519
5, 48.310, 570
4, 48.335, 521
5, 48.361, 543
4, 48.386, 521
5, 48.411, 518
4, 48.437, 519
5, 48.462, 494
4, 48.487, 515
5, 48.512, 472
4, 48.538, 510
5, 48.564, 454
4, 48.588, 504
5, 48.614, 441
4, 48.639, 495
5, 48.665, 433
4, 48.690, 486
5, 48.715, 431
4, 48.741, 476
5, 48.766, 434
4, 48.791, 467
5, 48.817, 443
4, 48.842, 459
5, 48.868, 457
4, 48.892, 451
5, 48.918, 475
4, 48.944, 446
5, 48.969, 497
4, 48.994, 443
5, 49.019, 521
4, 49.045, 441
5, 49.071, 546
4, 49.095, 442
5, 49.121, 570
4, 49.146, 445
5, 49.172, 593
4, 49.197, 451
5, 49.222, 613
4, 49.248, 457
5, 49.273, 628
4, 49.298, 467
5, 49.323, 638
4, 49.349, 477
5, 49.375, 644
4, 49.399, 488
5, 49.425, 644
4, 49.450, 499
5, 49.476, 639
4, 49.501, 510
5, 49.526, 628
4, 49.552, 519
5, 49.577, 613
4, 49.602, 527
5, 49.628, 594
4, 49.653, 532
5, 49.679, 572
4, 49.703, 535
5, 49.729, 549
4, 49.755, 537
5, 49.780, 525
4, 49.805, 535
5, 49.830, 502
4, 49.856, 530
5, 49.882, 481
4, 49.906, 523
5, 49.932, 464
4, 49.957, 513
5, 49.983, 451
4, 0.025, 469
5, 0.051, 360
4, 0.076, 470
5, 0.102, 359
4, 0.126, 471
5, 0.152, 360
4, 0.178, 470
5, 0.203, 360
4, 0.228, 470
5, 0.253, 360
4, 0.279, 470
5, 0.305, 360
4, 0.329, 471
5, 0.355, 359
4, 0.380, 470
5, 0.406, 359
4, 0.430, 470
5, 0.456, 359
4, 0.482, 470
5, 0.507, 360
4, 0.533, 470
5, 0.557, 359
4, 0.583, 470
5, 0.609, 359
4, 0.634, 469
5, 0.659, 359
4, 0.684, 469
5, 0.710, 359
4, 0.736, 469
5, 0.760, 359
4, 0.786, 469
5, 0.811, 359
4, 0.837, 469
5, 0.862, 359
4, 0.887, 469
5, 0.913, 359
4, 0.938, 469
5, 0.963, 359
4, 0.989, 469
5, 1.014, 359
4, 1.040, 469
5, 1.064, 359
4, 1.090, 470
5, 1.116, 358
4, 1.141, 470
5, 1.166, 359
4, 1.191, 470
5, 1.217, 363
4, 1.243, 470
5, 1.267, 375
4, 1.293, 470
5, 1.318, 397
4, 1.344, 470
5, 1.368, 426
4, 1.394, 470
5, 1.420, 462
4, 1.445, 471
5, 1.470, 502
4, 1.495, 471
5, 1.521, 544
4, 1.547, 473
5, 1.571, 587
4, 1.597, 474
5, 1.622, 627
4, 1.648, 476
5, 1.673, 662
4, 1.698, 478
5, 1.724, 692
4, 1.749, 480
5, 1.774, 714
4, 1.800, 483
5, 1.825, 727
4, 1.851, 485
5, 1.875, 729
4, 1.901, 489
5, 1.927, 722
4, 1.952, 492
5, 1.977, 708
4, 2.002, 495
5, 2.028, 684
4, 2.054, 496
5, 2.078, 653
4, 2.104, 498
5, 2.129, 615
4, 2.155, 499
5, 2.179, 575
4, 2.205, 499
5, 2.231, 533
4, 2.256, 497
5, 2.281, 491
4, 2.306, 494
5, 2.332, 453
4, 2.358, 491
5, 2.382, 419
4, 2.408, 486
5, 2.433, 392
4, 2.459, 481
5, 2.484, 373
4, 2.509, 476
5, 2.535, 364
4, 2.560, 470
5, 2.585, 366
4, 2.611, 464
5, 2.636, 374
4, 2.662, 458
5, 2.686, 394
4, 2.712, 452
5, 2.738, 421
4, 2.763, 449
5, 2.788, 454
4, 2.813, 446
5, 2.839, 493
4, 2.865, 445
5, 2.889, 534
4, 2.915, 446
5, 2.940, 575
4, 2.966, 447
5, 2.990, 615
4, 3.016, 452
5, 3.042, 650
4, 3.067, 457
5, 3.093, 681
4, 3.117, 464
5, 3.143, 704
4, 3.169, 473
5, 3.194, 718
4, 3.219, 482
5, 3.244, 723
4, 3.270, 490
5, 3.296, 719
4, 3.320, 499
5, 3.346, 707
4, 3.371, 508
5, 3.397, 685
4, 3.422, 515
5, 3.447, 657
4, 3.473, 520
5, 3.498, 623
4, 3.523, 524
5, 3.549, 585
4, 3.574, 525
5, 3.600, 545
4, 3.624, 524
5, 3.650, 504
4, 3.676, 520
5, 3.701, 466
4, 3.726, 514
5, 3.751, 433
4, 3.777, 506
5, 3.803, 405
4, 3.827, 496
5, 3.853, 384
4, 3.878, 485
5, 3.904, 374
4, 3.928, 473
5, 3.954, 372
4, 3.980, 461
5, 4.005, 379
4, 4.030, 449
5, 4.055, 395
4, 4.081, 439
5, 4.107, 419
4, 4.131, 430
5, 4.157, 449
4, 4.182, 424
5, 4.208, 485
4, 4.233, 421
5, 4.258, 524
4, 4.284, 420
5, 4.309, 563
4, 4.334, 422
5, 4.360, 601
4, 4.385, 428
5, 4.411, 637
4, 4.435, 436
5, 4.461, 667
4, 4.487, 447
5, 4.512, 691
4, 4.537, 460
5, 4.562, 707
4, 4.588, 474
5, 4.614, 714
4, 4.638, 489
5, 4.664, 712
4, 4.689, 504
5, 4.715, 703
4, 4.739, 517
5, 4.765, 685
4, 4.791, 530
5, 4.816, 660
4, 4.841, 539
5, 4.866, 629
4, 4.892, 547
5, 4.918, 593
4, 4.942, 549
5, 4.968, 555
4, 4.993, 549
5, 5.019, 517
4, 5.044, 545
5, 5.069, 481
4, 5.095, 537
5, 5.120, 448
4, 5.145, 526
5, 5.171, 420
4, 5.196, 511
5, 5.222, 399
4, 5.246, 496
5, 5.272, 386
4, 5.298, 478
5, 5.323, 382
4, 5.348, 461
5, 5.373, 386
4, 5.399, 444
5, 5.425, 399
4, 5.449, 428
5, 5.475, 421
4, 5.500, 415
5, 5.526, 447
4, 5.550, 405
5, 5.576, 479
4, 5.602, 399
5, 5.627, 514
4, 5.652, 396
5, 5.677, 551
4, 5.703, 398
5, 5.729, 587
4, 5.753, 405
5, 5.779, 621
4, 5.804, 415
5, 5.830, 651
4, 5.855, 430
5, 5.880, 675
4, 5.906, 446
5, 5.931, 692
4, 5.957, 465
5, 5.982, 700
4, 6.007, 485
5, 6.033, 701
4, 6.058, 506
5, 6.083, 695
4, 6.109, 525
5, 6.134, 679
4, 6.160, 542
5, 6.184, 658
4, 6.210, 555
5, 6.236, 630
4, 6.261, 565
5, 6.286, 600
4, 6.311, 571
5, 6.337, 565
4, 6.363, 572
5, 6.387, 530
4, 6.413, 568
5, 6.438, 495
4, 6.464, 559
5, 6.488, 465
4, 6.514, 546
5, 6.540, 438
4, 6.565, 529
5, 6.590, 416
4, 6.615, 508
5, 6.641, 403
4, 6.667, 486
5, 6.691, 398
4, 6.717, 463
5, 6.742, 399
4, 6.768, 441
5, 6.793, 409
4, 6.818, 420
5, 6.844, 426
4, 6.869, 402
5, 6.894, 449
4, 6.920, 389
5, 6.945, 478
4, 6.971, 379
5, 6.995, 508
4, 7.021, 375
5, 7.047, 542
4, 7.072, 376
5, 7.097, 575
4, 7.122, 383
5, 7.148, 606
4, 7.174, 395
5, 7.198, 634
4, 7.224, 410
5, 7.249, 658
4, 7.275, 430
5, 7.299, 675
4, 7.325, 453
5, 7.351, 684
4, 7.376, 479
5, 7.401, 686
4, 7.426, 504
5, 7.452, 682
4, 7.478, 528
5, 7.502, 670
4, 7.528, 550
5, 7.553, 653
4, 7.579, 568
5, 7.604, 629
4, 7.629, 581
5, 7.655, 602
4, 7.680, 590
5, 7.705, 571
4, 7.731, 593
5, 7.756, 540
4, 7.782, 590
5, 7.806, 510
4, 7.832, 580
5, 7.858, 481
4, 7.883, 566
5, 7.908, 456
4, 7.933, 546
5, 7.959, 436
4, 7.985, 523
5, 8.009, 423
4, 8.035, 496
5, 8.060, 417
4, 8.086, 470
5, 8.110, 415
4, 8.136, 442
5, 8.162, 421
4, 8.187, 417
5, 8.212, 435
4, 8.237, 395
5, 8.263, 454
4, 8.289, 376
5, 8.313, 478
4, 8.339, 364
5, 8.364, 505
4, 8.390, 357
5, 8.415, 534
4, 8.440, 356
5, 8.466, 563
4, 8.491, 362
5, 8.516, 591
4, 8.542, 373
5, 8.567, 616
4, 8.593, 392
5, 8.617, 638
4, 8.643, 415
5, 8.669, 654
4, 8.694, 441
5, 8.719, 664
4, 8.744, 469
5, 8.770, 668
4, 8.796, 498
5, 8.820, 667
4, 8.846, 527
5, 8.871, 658
4, 8.897, 553
5, 8.921, 644
4, 8.947, 576
5, 8.973, 625
4, 8.998, 594
5, 9.024, 602
4, 9.048, 605
5, 9.074, 576
4, 9.100, 609
5, 9.125, 549
4, 9.150, 608
5, 9.175, 523
4, 9.201, 600
5, 9.227, 497
4, 9.251, 584
5, 9.277, 475
4, 9.302, 562
5, 9.328, 457
4, 9.353, 537
5, 9.378, 444
4, 9.404, 509
5, 9.429, 436
4, 9.454, 478
5, 9.480, 435
4, 9.505, 446
5, 9.531, 438
4, 9.555, 418
5, 9.581, 448
4, 9.607, 390
5, 9.632, 463
4, 9.657, 369
5, 9.682, 482
4, 9.708, 353
5, 9.734, 504
4, 9.758, 343
5, 9.784, 529
4, 9.809, 341
5, 9.835, 552
4, 9.859, 345
5, 9.885, 577
4, 9.911, 357
5, 9.936, 599
4, 9.961, 375
5, 9.986, 618
4, 10.012, 399
5, 10.038, 632
4, 10.062, 427
5, 10.088, 642
4, 10.113, 459
5, 10.139, 647
4, 10.164, 491
5, 10.189, 647
4, 10.215, 524
5, 10.240, 642
4, 10.265, 553
5, 10.291, 631
4, 10.316, 580
5, 10.342, 616
4, 10.366, 601
5, 10.392, 598
4, 10.418, 616
5, 10.443, 577
4, 10.468, 623
5, 10.493, 556
4, 10.519, 623
5, 10.545, 533
4, 10.569, 615
5, 10.595, 512
4, 10.620, 600
5, 10.646, 494
4, 10.670, 578
5, 10.696, 478
4, 10.722, 552
5, 10.747, 466
4, 10.772, 521
5, 10.797, 459
4, 10.823, 487
5, 10.849, 456
4, 10.873, 453
5, 10.899, 458
4, 10.924, 421
5, 10.950, 465
4, 10.975, 390
5, 11.000, 475
4, 11.026, 364
5, 11.051, 489
4, 11.076, 345
5, 11.102, 507
4, 11.127, 333
5, 11.153, 526
4, 11.177, 328
5, 11.203, 546
4, 11.229, 331
5, 11.254, 565
4, 11.279, 341
5, 11.304, 583
4, 11.330, 360
5, 11.356, 598
4, 11.380, 384
5, 11.406, 611
4, 11.431, 414
5, 11.457, 620
4, 11.481, 447
5, 11.507, 625
4, 11.533, 481
5, 11.558, 626
4, 11.583, 517
5, 11.608, 623
4, 11.634, 550
5, 11.660, 616
4, 11.684, 580
5, 11.710, 605
4, 11.735, 604
5, 11.761, 591
4, 11.786, 622
5, 11.811, 575
4, 11.837, 632
5, 11.862, 561
4, 11.887, 634
5, 11.913, 543
4, 11.938, 628
5, 11.964, 526
4, 11.988, 614
5, 12.014, 511
4, 12.040, 593
5, 12.065, 499
4, 12.090, 566
5, 12.115, 489
4, 12.141, 534
5, 12.167, 482
4, 12.191, 498
5, 12.217, 479
4, 12.242, 462
5, 12.268, 480
4, 12.293, 427
5, 12.318, 484
4, 12.344, 394
5, 12.369, 491
4, 12.394, 365
5, 12.419, 501
4, 12.445, 342
5, 12.471, 512
4, 12.495, 327
5, 12.521, 526
4, 12.546, 320
5, 12.572, 541
4, 12.597, 322
5, 12.622, 555
4, 12.648, 331
5, 12.673, 568
4, 12.698, 347
5, 12.724, 579
4, 12.749, 371
5, 12.775, 589
4, 12.799, 401
5, 12.825, 596
4, 12.851, 435
5, 12.876, 601
4, 12.901, 472
5, 12.926, 603
4, 12.952, 509
5, 12.978, 601
4, 13.002, 544
5, 13.028, 597
4, 13.053, 576
5, 13.079, 590
4, 13.104, 604
5, 13.129, 581
4, 13.155, 624
5, 13.180, 571
4, 13.205, 637
5, 13.230, 559
4, 13.256, 641
5, 13.282, 548
4, 13.306, 637
5, 13.332, 538
4, 13.357, 624
5, 13.383, 528
4, 13.408, 604
5, 13.433, 518
4, 13.459, 578
5, 13.484, 512
4, 13.510, 545
5, 13.535, 507
4, 13.560, 510
5, 13.586, 503
4, 13.611, 472
5, 13.636, 503
4, 13.662, 435
5, 13.687, 505
4, 13.713, 400
5, 13.737, 509
4, 13.763, 369
5, 13.789, 515
4, 13.814, 343
5, 13.839, 522
4, 13.864, 325
5, 13.890, 530
4, 13.916, 316
5, 13.940, 539
4, 13.966, 316
5, 13.991, 548
4, 14.017, 322
5, 14.041, 556
4, 14.067, 337
5, 14.093, 563
4, 14.118, 360
5, 14.143, 569
4, 14.168, 390
5, 14.194, 574
4, 14.220, 423
5, 14.244, 577
4, 14.270, 460
5, 14.295, 578
4, 14.321, 498
5, 14.346, 578
4, 14.371, 536
5, 14.397, 576
4, 14.422, 570
5, 14.447, 573
4, 14.473, 598
5, 14.498, 569
4, 14.524, 622
5, 14.548, 563
4, 14.574, 637
5, 14.600, 558
4, 14.625, 644
5, 14.650, 552
4, 14.675, 642
5, 14.701, 546
4, 14.727, 632
5, 14.751, 541
4, 14.777, 613
5, 14.802, 536
4, 14.828, 587
5, 14.853, 532
4, 14.878, 556
5, 14.904, 530
4, 14.929, 520
5, 14.954, 527
4, 14.979, 482
5, 15.005, 527
4, 15.031, 445
5, 15.055, 527
4, 15.081, 409
5, 15.106, 529
4, 15.132, 376
5, 15.157, 531
4, 15.182, 349
5, 15.208, 533
4, 15.233, 328
5, 15.258, 537
4, 15.284, 316
5, 15.309, 539
4, 15.335, 314
5, 15.359, 543
4, 15.385, 318
5, 15.411, 546
4, 15.436, 332
5, 15.461, 549
4, 15.486, 353
5, 15.512, 551
4, 15.538, 380
5, 15.562, 553
4, 15.588, 414
5, 15.613, 554
4, 15.639, 450
5, 15.664, 554
4, 15.689, 488
5, 15.715, 555
4, 15.740, 525
5, 15.765, 555
4, 15.790, 561
5, 15.816, 555
4, 15.842, 591
5, 15.866, 554
4, 15.892, 615
5, 15.917, 554
4, 15.943, 633
5, 15.968, 553
4, 15.993, 642
5, 16.019, 553
4, 16.044, 642
5, 16.069, 553
4, 16.095, 635
5, 16.120, 552
4, 16.146, 617
5, 16.170, 553
4, 16.196, 594
5, 16.222, 552
4, 16.247, 564
5, 16.272, 552
4, 16.297, 530
5, 16.323, 551
4, 16.349, 493
5, 16.373, 551
4, 16.399, 455
5, 16.424, 551
4, 16.450, 418
5, 16.475, 550
4, 16.500, 385
5, 16.526, 548
4, 16.551, 357
5, 16.577, 547
4, 16.601, 335
5, 16.627, 545
4, 16.653, 322
5, 16.678, 543
4, 16.703, 317
5, 16.728, 541
4, 16.754, 319
5, 16.780, 539
4, 16.804, 330
5, 16.830, 536
4, 16.855, 349
5, 16.881, 535
4, 16.906, 375
5, 16.931, 533
4, 16.957, 406
5, 16.982, 532
4, 17.007, 441
5, 17.033, 531
4, 17.058, 478
5, 17.084, 532
4, 17.108, 515
5, 17.134, 533
4, 17.160, 550
5, 17.185, 536
4, 17.210, 581
5, 17.235, 538
4, 17.261, 607
5, 17.287, 542
4, 17.311, 625
5, 17.337, 546
4, 17.362, 636
5, 17.388, 551
4, 17.413, 638
5, 17.438, 555
4, 17.464, 633
5, 17.489, 560
4, 17.514, 619
5, 17.539, 564
4, 17.565, 597
5, 17.591, 568
4, 17.615, 570
5, 17.641, 571
4, 17.666, 538
5, 17.692, 573
4, 17.717, 502
5, 17.742, 573
4, 17.768, 466
5, 17.793, 573
4, 17.818, 430
5, 17.844, 571
4, 17.869, 396
5, 17.895, 566
4, 17.919, 368
5, 17.945, 561
4, 17.971, 345
5, 17.996, 555
4, 18.021, 330
5, 18.046, 549
4, 18.072, 323
5, 18.098, 542
4, 18.122, 324
5, 18.148, 535
4, 18.173, 332
5, 18.199, 528
4, 18.224, 349
5, 18.249, 521
4, 18.275, 372
5, 18.300, 516
4, 18.325, 400
5, 18.350, 513
4, 18.376, 433
5, 18.402, 510
4, 18.426, 468
5, 18.452, 510
4, 18.477, 504
5, 18.503, 513
4, 18.528, 538
5, 18.553, 517
4, 18.579, 568
5, 18.604, 522
4, 18.629, 595
5, 18.655, 529
4, 18.680, 615
5, 18.706, 537
4, 18.730, 627
5, 18.756, 547
4, 18.782, 631
5, 18.807, 557
4, 18.832, 628
5, 18.857, 566
4, 18.883, 616
5, 18.909, 574
4, 18.933, 598
5, 18.959, 583
4, 18.984, 573
5, 19.010, 588
4, 19.035, 544
5, 19.060, 593
4, 19.086, 510
5, 19.111, 594
4, 19.136, 476
5, 19.161, 594
4, 19.187, 441
5, 19.213, 590
4, 19.237, 409
5, 19.263, 585
4, 19.288, 381
5, 19.314, 577
4, 19.339, 358
5, 19.364, 567
4, 19.390, 341
5, 19.415, 556
4, 19.440, 333
5, 19.466, 544
4, 19.491, 332
5, 19.517, 533
4, 19.541, 337
5, 19.567, 521
4, 19.593, 350
5, 19.618, 511
4, 19.643, 371
5, 19.668, 502
4, 19.694, 397
5, 19.720, 495
4, 19.744, 426
5, 19.770, 491
4, 19.795, 460
5, 19.821, 489
4, 19.846, 493
5, 19.871, 492
4, 19.897, 526
5, 19.922, 497
4, 19.947, 555
5, 19.973, 505
4, 19.998, 581
5, 20.024, 515
4, 20.048, 601
5, 20.074, 527
4, 20.099, 614
5, 20.125, 541
4, 20.150, 620
5, 20.175, 555
4, 20.201, 620
5, 20.226, 569
4, 20.252, 611
5, 20.277, 583
4, 20.302, 595
5, 20.328, 594
4, 20.353, 573
5, 20.378, 603
4, 20.404, 547
5, 20.429, 609
4, 20.455, 517
5, 20.479, 613
4, 20.505, 486
5, 20.531, 613
4, 20.556, 453
5, 20.581, 610
4, 20.606, 423
5, 20.632, 603
4, 20.658, 395
5, 20.682, 593
4, 20.708, 372
5, 20.733, 580
4, 20.759, 355
5, 20.784, 566
4, 20.809, 346
5, 20.835, 549
4, 20.860, 344
5, 20.885, 533
4, 20.910, 346
5, 20.936, 517
4, 20.962, 357
5, 20.986, 502
4, 21.012, 374
5, 21.037, 490
4, 21.063, 397
5, 21.088, 480
4, 21.113, 423
5, 21.139, 474
4, 21.164, 453
5, 21.189, 471
4, 21.215, 483
5, 21.240, 473
4, 21.266, 513
5, 21.290, 478
4, 21.316, 541
5, 21.342, 488
4, 21.367, 565
5, 21.392, 500
4, 21.417, 585
5, 21.443, 516
4, 21.469, 599
5, 21.493, 533
4, 21.519, 606
5, 21.544, 551
4, 21.570, 606
5, 21.595, 569
4, 21.620, 600
5, 21.646, 587
4, 21.671, 588
5, 21.696, 602
4, 21.721, 571
5, 21.747, 615
4, 21.773, 547
5, 21.797, 625
4, 21.823, 521
5, 21.848, 630
4, 21.874, 492
5, 21.899, 631
4, 21.924, 464
5, 21.950, 627
4, 21.975, 436
5, 22.000, 620
4, 22.026, 411
5, 22.051, 609
4, 22.077, 389
5, 22.101, 594
4, 22.127, 373
5, 22.153, 576
4, 22.178, 362
5, 22.203, 556
4, 22.228, 358
5, 22.254, 536
4, 22.280, 359
5, 22.304, 516
4, 22.330, 368
5, 22.355, 497
4, 22.381, 381
5, 22.406, 480
4, 22.431, 400
5, 22.457, 468
4, 22.482, 422
5, 22.507, 459
4, 22.533, 448
5, 22.558, 455
4, 22.584, 475
5, 22.608, 456
4, 22.634, 502
5, 22.659, 461
4, 22.685, 527
5, 22.710, 471
4, 22.735, 550
5, 22.761, 485
4, 22.786, 568
5, 22.811, 503
4, 22.837, 582
5, 22.862, 524
4, 22.888, 589
5, 22.912, 545
4, 22.938, 592
5, 22.964, 567
4, 22.989, 588
5, 23.014, 589
4, 23.039, 578
5, 23.065, 608
4, 23.091, 564
5, 23.115, 624
4, 23.141, 545
5, 23.166, 636
4, 23.192, 522
5, 23.217, 644
4, 23.242, 498
5, 23.268, 647
4, 23.293, 473
5, 23.319, 644
4, 23.344, 448
5, 23.369, 637
4, 23.395, 425
5, 23.420, 623
4, 23.445, 406
5, 23.470, 607
4, 23.496, 390
5, 23.522, 586
4, 23.546, 379
5, 23.572, 565
4, 23.597, 374
5, 23.623, 541
4, 23.648, 374
5, 23.673, 517
4, 23.699, 380
5, 23.724, 495
4, 23.749, 390
5, 23.775, 475
4, 23.800, 405
5, 23.826, 460
4, 23.850, 424
5, 23.876, 448
4, 23.902, 445
5, 23.927, 441
4, 23.952, 468
5, 23.977, 441
4, 24.003, 491
5, 24.029, 446
4, 24.053, 513
5, 24.079, 456
4, 24.104, 534
5, 24.130, 471
4, 24.155, 551
5, 24.180, 491
4, 24.206, 563
5, 24.231, 514
4, 24.256, 571
5, 24.281, 538
4, 24.307, 574
5, 24.333, 564
4, 24.357, 572
5, 24.383, 588
4, 24.408, 566
5, 24.434, 611
4, 24.459, 555
5, 24.484, 630
4, 24.510, 539
5, 24.535, 646
4, 24.560, 522
5, 24.586, 655
4, 24.611, 501
5, 24.637, 659
4, 24.661, 480
5, 24.687, 658
4, 24.713, 459
5, 24.738, 651
4, 24.763, 439
5, 24.788, 639
4, 24.814, 423
5, 24.840, 620
4, 24.864, 409
5, 24.890, 599
4, 24.915, 399
5, 24.941, 574
4, 24.966, 393
5, 24.991, 548
4, 25.017, 392
5, 25.042, 521
4, 25.067, 395
5, 25.093, 496
4, 25.118, 403
5, 25.144, 472
4, 25.168, 415
5, 25.194, 453
4, 25.219, 429
5, 25.245, 439
4, 25.270, 446
5, 25.295, 431
4, 25.321, 465
5, 25.346, 429
4, 25.371, 483
5, 25.397, 432
4, 25.422, 501
5, 25.448, 443
4, 25.472, 518
5, 25.498, 458
4, 25.524, 533
5, 25.549, 479
4, 25.574, 544
5, 25.599, 503
4, 25.625, 552
5, 25.651, 530
4, 25.675, 556
5, 25.701, 557
4, 25.726, 555
5, 25.752, 585
4, 25.777, 550
5, 25.802, 611
4, 25.828, 542
5, 25.853, 633
4, 25.878, 531
5, 25.904, 650
4, 25.929, 517
5, 25.955, 662
4, 25.979, 501
5, 26.005, 669
4, 26.030, 485
5, 26.056, 669
4, 26.081, 468
5, 26.106, 662
4, 26.132, 453
5, 26.157, 651
4, 26.182, 439
5, 26.208, 633
4, 26.233, 427
5, 26.259, 610
4, 26.283, 419
5, 26.309, 583
4, 26.335, 414
5, 26.360, 556
4, 26.385, 412
5, 26.410, 527
4, 26.436, 413
5, 26.462, 499
4, 26.486, 419
5, 26.512, 473
4, 26.537, 427
5, 26.563, 451
4, 26.588, 437
5, 26.613, 435
4, 26.639, 449
5, 26.664, 423
4, 26.689, 463
5, 26.715, 420
4, 26.740, 477
5, 26.766, 422
4, 26.790, 491
5, 26.816, 431
4, 26.841, 503
5, 26.867, 447
4, 26.892, 515
5, 26.917, 467
4, 26.943, 525
5, 26.968, 493
4, 26.993, 531
5, 27.019, 521
4, 27.044, 534
5, 27.070, 550
4, 27.094, 535
5, 27.120, 580
4, 27.146, 533
5, 27.171, 607
4, 27.196, 527
5, 27.221, 633
4, 27.247, 520
5, 27.273, 653
4, 27.297, 511
5, 27.323, 667
4, 27.348, 500
5, 27.374, 675
4, 27.399, 487
5, 27.424, 678
4, 27.450, 476
5, 27.475, 672
4, 27.500, 465
5, 27.526, 661
